word,x,y,z
MINUTE,-0.4667428,-0.2646359,1.100575
MINUTE,-0.4758537,-0.292405,1.111837
MINUTE,-0.4659821,-0.257618,1.122839
MINUTE,-0.4613771,-0.3126004,1.133904
MINUTE,-0.3537273,-0.3907057,1.1447
MINUTE,-0.355088,-0.4014807,1.155964
MINUTE,-0.3686687,-0.3798655,1.167519
MINUTE,-0.3684899,-0.3682294,1.1787
MINUTE,-0.3700715,-0.3705934,1.189326
MINUTE,-0.3648657,-0.3701734,1.200356
MINUTE,-0.3594177,-0.3724628,1.211789
MINUTE,-0.357543,-0.3799932,1.222566
MINUTE,-0.3433093,-0.4004017,1.233655
MINUTE,-0.3375899,-0.4098423,1.245114
MINUTE,-0.3373021,-0.4085055,1.256223
MINUTE,-0.3417197,-0.3965811,1.267524
MINUTE,-0.3514544,-0.3818969,1.27834
MINUTE,-0.36317,-0.3748746,1.28922
MINUTE,-0.3921769,-0.3478957,1.30024
MINUTE,-0.3989753,-0.3432537,1.311828
MINUTE,-0.4053762,-0.3318121,1.322724
MINUTE,-0.4097229,-0.3333304,1.334009
MINUTE,-0.4109048,-0.3366393,1.345226
MINUTE,-0.3613979,-0.4237648,1.355899
MINUTE,0.1471572,-0.3534439,1.367412
MINUTE,0.357327,-0.262399,1.378715
MINUTE,0.6816515,-0.2618378,1.389223
MINUTE,0.7635377,-0.2597114,1.400369
MINUTE,0.7221368,-0.2796324,1.411472
MINUTE,0.6924397,-0.2670693,1.422694
MINUTE,0.692416,-0.3027735,1.43355
MINUTE,0.6888511,-0.2870198,1.444463
MINUTE,0.6839722,-0.2713634,1.455714
MINUTE,0.7247198,-0.2511002,1.467404
MINUTE,0.7416087,-0.247137,1.478652
MINUTE,0.7806901,-0.2404797,1.489253
MINUTE,0.7811916,-0.2381402,1.500315
MINUTE,0.7753638,-0.2299206,1.517809
MINUTE,0.7732571,-0.2252059,1.525521
MINUTE,0.7727573,-0.2231576,1.535476
MINUTE,0.7707416,-0.2265503,1.543262
MINUTE,0.7713265,-0.2253508,1.553379
MINUTE,0.7670498,-0.2164876,1.564924
MINUTE,0.7554162,-0.2027186,1.575644
MINUTE,0.7484679,-0.2011976,1.586481
MINUTE,0.7374031,-0.2100027,1.597812
MINUTE,0.717761,-0.2037331,1.608803
MINUTE,0.7114177,-0.2097872,1.620179
MINUTE,0.7193412,-0.199819,1.631156
MINUTE,0.7178701,-0.2207732,1.641862
MINUTE,0.7719989,-0.2477948,1.653562
MINUTE,0.876842,0.01554555,1.664839
MINUTE,0.9512233,0.2508342,1.675345
MINUTE,0.9756153,0.2766552,1.686783
MINUTE,0.8726401,0.2648015,1.697682
MINUTE,0.9525342,0.2575822,1.708649
MINUTE,0.916973,0.2519342,1.720009
MINUTE,0.9175427,0.2531082,1.731955
MINUTE,0.9260041,0.2488432,1.742378
MINUTE,0.985755,0.265741,1.753806
MINUTE,0.9792765,0.2643279,1.765103
MINUTE,0.9688347,0.2975225,1.775551
MINUTE,0.9774228,0.299168,1.78678
MINUTE,0.9742924,0.2847742,1.797847
MINUTE,0.9718392,0.2706234,1.808788
MINUTE,0.9575604,0.2728366,1.820132
MINUTE,0.9519765,0.2794929,1.83112
MINUTE,0.9482851,0.2867913,1.841912
MINUTE,0.9501347,0.2889242,1.85326
MINUTE,0.9558786,0.294218,1.864667
MINUTE,0.9611063,0.2915425,1.875769
MINUTE,0.9604931,0.2953437,1.88682
MINUTE,0.9613179,0.2815857,1.898202
MINUTE,0.9729846,0.2528969,1.909304
MINUTE,0.9701824,0.4608048,1.920874
MINUTE,0.9370388,0.4950281,1.931996
MINUTE,0.8828342,0.4331686,1.943094
MINUTE,0.9374036,0.4516334,1.954664
MINUTE,0.92436,0.4670506,1.965734
MINUTE,0.9215188,0.4620833,1.976733
MINUTE,0.9321334,0.4516991,1.988198
MINUTE,0.9954423,0.4510943,1.999224
MINUTE,1.009999,0.4514453,2.010566
MINUTE,1.017524,0.4474979,2.022038
MINUTE,1.037104,0.4458347,2.033317
MINUTE,1.038381,0.4392186,2.044669
MINUTE,1.041235,0.4305552,2.055478
MINUTE,1.038272,0.420149,2.066533
MINUTE,1.042262,0.4152729,2.077689
MINUTE,1.045726,0.4070776,2.088935
MINUTE,1.048818,0.3991638,2.099986
MINUTE,1.061849,0.4066226,2.111167
MINUTE,1.062647,0.4117583,2.122606
MINUTE,1.084117,0.4194925,2.134171
MINUTE,1.038172,0.4228713,2.144963
MINUTE,0.9206075,0.3774482,2.155878
MINUTE,0.8877888,0.327655,2.1675
MINUTE,0.9008087,0.3273031,2.178044
MINUTE,0.9628561,0.3216165,2.187966
MINUTE,0.9053895,0.2626523,2.199375
MINUTE,0.8791348,0.2738195,2.209811
MINUTE,0.9350458,0.1388035,2.221561
MINUTE,1.000552,0.2570272,2.232327
MINUTE,1.007601,0.2402713,2.24304
MINUTE,1.005526,0.2410194,2.25487
MINUTE,0.9762452,0.2272297,2.266653
MINUTE,1.03037,0.1814425,2.276784
MINUTE,0.9760348,0.1182136,2.287802
MINUTE,0.956244,0.1435879,2.298762
MINUTE,1.018021,0.1255591,2.310264
MINUTE,1.035169,0.1209538,2.320983
MINUTE,0.9871237,0.1094818,2.335378
MINUTE,1.061139,0.1113178,2.349214
MINUTE,1.072856,0.1092387,2.357262
MINUTE,1.103208,0.1641218,2.365533
MINUTE,1.127758,0.1649975,2.375683
MINUTE,1.150117,0.1912545,2.386586
MINUTE,1.14167,0.1768718,2.39813
MINUTE,1.134055,0.173231,2.408727
MINUTE,1.138631,0.1685903,2.420161
MINUTE,1.139877,0.1661416,2.431262
MINUTE,1.097255,0.1656254,2.442019
MINUTE,1.097064,0.1771251,2.453147
MINUTE,1.089183,0.1822698,2.464974
MINUTE,1.035729,0.2078391,2.475621
MINUTE,1.019537,0.2195212,2.486852
MINUTE,1.014165,0.2220756,2.497797
MINUTE,0.9983616,0.2229016,2.509067
MINUTE,0.9993155,0.2198813,2.519969
MINUTE,1.000888,0.2181162,2.531214
MINUTE,1.001632,0.2160443,2.542151
MINUTE,0.9992653,0.2133566,2.553362
MINUTE,0.9919356,0.2303725,2.564935
MINUTE,1.003364,0.2103628,2.575415
MINUTE,0.9588231,0.2226564,2.586834
MINUTE,0.976186,0.2347672,2.598235
MINUTE,0.9590991,0.2461625,2.608888
MINUTE,0.9579626,0.24667,2.619725
MINUTE,0.9452832,0.2504302,2.63119
MINUTE,0.9493223,0.2582517,2.642241
MINUTE,0.9460574,0.2552959,2.653569
MINUTE,0.9421231,0.2522174,2.66432
MINUTE,1.020968,0.2375733,2.67555
MINUTE,1.021352,0.2373954,2.686895
MINUTE,1.013151,0.2391981,2.697641
MINUTE,1.080057,0.1400633,2.708801
MINUTE,0.939509,0.07722367,2.719881
MINUTE,0.703818,-0.290674,2.732382
MINUTE,0.6236076,-0.4135319,2.742558
MINUTE,0.6626635,-0.5127656,2.753948
MINUTE,0.6288959,-0.4617931,2.766295
MINUTE,0.6354785,-0.4857632,2.776653
MINUTE,0.6264212,-0.4625646,2.787787
MINUTE,0,0,2.799083
MINUTE,0.6196186,-0.5248975,2.810008
MINUTE,0.6137043,-0.4497141,2.821431
MINUTE,0.6743764,-0.4276282,2.832744
MINUTE,0.7234517,-0.4072422,2.843395
MINUTE,0.7136748,-0.40574,2.854778
MINUTE,0.6846175,-0.4096938,2.865989
MINUTE,0.6614442,-0.4198621,2.877073
MINUTE,0.6777992,-0.4474772,2.888193
MINUTE,0.661557,-0.4795426,2.899112
MINUTE,0.6492301,-0.4673837,2.910111
MINUTE,0.6637427,-0.46226,2.921353
MINUTE,0.6201338,-0.4553197,2.932442
MINUTE,0.6276973,-0.4424724,2.943461
MINUTE,0.6828175,-0.4694187,2.954621
MINUTE,0.652779,-0.4399959,2.966134
MINUTE,0.6318011,-0.4504743,2.977118
MINUTE,0.6298693,-0.428461,2.988109
MINUTE,0.6344265,-0.428904,2.999173
MINUTE,0.5609114,-0.4359912,3.009993
MINUTE,0.2814867,-0.5631295,3.02138
MINUTE,-0.1225196,-0.5632077,3.032489
MINUTE,-0.2465428,-0.5193208,3.04362
MINUTE,-0.2175845,-0.568347,3.054597
MINUTE,-0.1845545,-0.5802453,3.066095
MINUTE,-0.194843,-0.5521551,3.077035
MINUTE,-0.2101117,-0.5581281,3.088124
MINUTE,-0.1051356,-0.5689557,3.099541
MINUTE,-0.1214165,-0.568552,3.110355
MINUTE,-0.1233436,-0.5638703,3.121302
MINUTE,-0.1376255,-0.5703208,3.132692
MINUTE,-0.1562175,-0.5695592,3.143903
MINUTE,-0.148344,-0.5685607,3.155005
MINUTE,-0.1541783,-0.5824241,3.166577
MINUTE,-0.1543462,-0.5898652,3.177238
MINUTE,-0.1623478,-0.5898504,3.188673
MINUTE,-0.1658229,-0.5895885,3.199784
MINUTE,-0.1707603,-0.5911627,3.211018
MINUTE,-0.167425,-0.5937319,3.221817
MINUTE,-0.1786236,-0.5918037,3.233318
MINUTE,-0.1727016,-0.5932475,3.244108
MINUTE,-0.1743816,-0.5915965,3.255461
MINUTE,-0.1663718,-0.5929237,3.266726
MINUTE,-0.1710989,-0.5883128,3.277721
MINUTE,-0.1717987,-0.5846558,3.288677
MINUTE,-0.07985526,-0.5715801,3.299798
MINUTE,0.0490399,-0.5496196,3.31076
MINUTE,0.1982758,-0.536723,3.322293
MINUTE,0.15036,-0.5573537,3.332921
MINUTE,0.173589,-0.6980175,3.344236
MINUTE,0.1586652,-0.5754456,3.355113
MINUTE,0.1544524,-0.5674503,3.367016
MINUTE,0.1456159,-0.5706742,3.377283
MINUTE,0.1539348,-0.5728454,3.38819
MINUTE,0.2402376,-0.5784436,3.399154
MINUTE,0.2381475,-0.5713955,3.410106
MINUTE,0.2422756,-0.5615522,3.421626
MINUTE,0.2587003,-0.5648143,3.43284
MINUTE,0.2573803,-0.5585851,3.443781
MINUTE,0.2587542,-0.5636533,3.454637
MINUTE,0.267037,-0.5597498,3.466484
MINUTE,0.2667183,-0.5593271,3.477041
MINUTE,0.2671906,-0.5722626,3.488178
MINUTE,0.2662722,-0.5965139,3.499339
MINUTE,0.2645787,-0.5967153,3.510442
MINUTE,0.265598,-0.5991365,3.521774
MINUTE,0.3790765,-0.6814414,3.532599
MINUTE,0.2450477,-0.6209581,3.543916
MINUTE,0.2414952,-0.6672127,3.554857
MINUTE,0.217343,-0.6871092,3.566095
MINUTE,0.2218946,-0.6999476,3.57701
MINUTE,0.2220783,-0.7099262,3.588167
MINUTE,0.2425706,-0.6909022,3.599606
MINUTE,0.2420319,-0.7060266,3.610175
MINUTE,0.241852,-0.7203466,3.621648
MINUTE,0.2409693,-0.7362399,3.632758
MINUTE,0.2404343,-0.7553033,3.645048
MINUTE,0.2087481,-0.6684142,3.661323
MINUTE,0.2270872,-0.6889254,3.675801
MINUTE,0.2196228,-0.7300592,3.687027
MINUTE,0.2254333,-0.6940224,3.697986
MINUTE,0.2842589,-0.6502902,3.709106
MINUTE,0.3056614,-0.6232723,3.720001
MINUTE,0.3170246,-0.6739484,3.731031
MINUTE,0.2971998,-0.6382273,3.742465
MINUTE,0.3224099,-0.6230753,3.753644
MINUTE,0.3556698,-0.6249851,3.764366
MINUTE,0.3496277,-0.6264865,3.775458
MINUTE,0.3415461,-0.6037475,3.787093
MINUTE,0.368468,-0.5952933,3.797627
MINUTE,0.3339506,-0.57226,3.808789
MINUTE,0.3347561,-0.5682738,3.820317
MINUTE,0.3362569,-0.562454,3.831075
MINUTE,0.3244766,-0.561651,3.84231
MINUTE,0.2919296,-0.585942,3.853256
MINUTE,0.2771992,-0.5947229,3.864811
MINUTE,0.3398725,-0.5555913,3.875476
MINUTE,0.3475444,-0.5455046,3.886482
MINUTE,0.3500201,-0.541766,3.897606
MINUTE,0.3473197,-0.5461689,3.908736
MINUTE,0.307869,-0.5722156,3.919785
MINUTE,0.257384,-0.5957627,3.930903
MINUTE,0.2854683,-0.6016347,3.942011
MINUTE,0.2847629,-0.6015611,3.953212
MINUTE,0.2835731,-0.6005956,3.964147
MINUTE,0.2793919,-0.5809997,3.975731
MINUTE,0.2929629,-0.5630946,3.986773
MINUTE,0.3241218,-0.54457,3.997635
MINUTE,0.294397,-0.5614146,4.008635
MINUTE,0.2825885,-0.5662982,4.019788
MINUTE,0.2732888,-0.6160017,4.031235
MINUTE,0.5004159,-0.4277354,4.042422
MINUTE,0.619907,-0.3721553,4.053569
MINUTE,0.6543936,-0.3717932,4.064958
MINUTE,0.6478088,-0.3675213,4.076109
MINUTE,0.6770558,-0.3815363,4.087217
MINUTE,0.6584746,-0.3627564,4.097841
MINUTE,0.690237,-0.3260015,4.109019
MINUTE,0.6876857,-0.3317687,4.120524
MINUTE,0.6910242,-0.3227451,4.131332
MINUTE,0.6785541,-0.3265564,4.142529
MINUTE,0.6749408,-0.3217728,4.153827
MINUTE,0.6765366,-0.3148274,4.164336
MINUTE,0.7224102,-0.296059,4.175606
MINUTE,0.7263222,-0.2909285,4.18703
MINUTE,0.7268795,-0.2852207,4.197746
MINUTE,0.7281266,-0.2803454,4.209107
MINUTE,0.7337388,-0.2711813,4.220259
MINUTE,0.7289512,-0.2950707,4.231699
MINUTE,0.8627753,-0.1064312,4.245895
MINUTE,0.9062134,0.3078922,4.256857
MINUTE,0.9061626,0.3199131,4.265076
MINUTE,0.9243922,0.5639799,4.27662
MINUTE,0.8833464,0.5146258,4.28765
MINUTE,0.9088988,0.5827569,4.298905
MINUTE,0.8805488,0.5403827,4.309639
MINUTE,0.8287048,0.5713667,4.320163
MINUTE,0.8576469,0.5040767,4.330914
MINUTE,0.9014701,0.5571544,4.341645
MINUTE,0.9016563,0.5634591,4.352918
MINUTE,0.9134829,0.6035708,4.364156
MINUTE,0.9121073,0.6034461,4.376027
MINUTE,0.9225552,0.6066834,4.38754
MINUTE,0.9207135,0.5774371,4.398301
MINUTE,0.9929273,0.6009844,4.409729
MINUTE,0.9841429,0.5954481,4.421263
MINUTE,0.9950287,0.5991712,4.429574
MINUTE,0.9495143,0.6215859,4.441082
MINUTE,0.9314258,0.5893174,4.451952
MINUTE,0.9185725,0.5688262,4.463161
MINUTE,0.8988961,0.599501,4.474311
MINUTE,0.8984696,0.5866193,4.485157
MINUTE,0.8084354,0.5486802,4.496102
MINUTE,0.1531122,0.648827,4.507708
MINUTE,-0.1201869,0.5234946,4.518664
MINUTE,-0.5345491,0.4865012,4.529804
MINUTE,-1.083266,0.4113558,4.54083
MINUTE,-1.14966,0.2792009,4.552227
MINUTE,-1.085956,0.2966921,4.56284
MINUTE,-1.120173,0.2885967,4.574079
MINUTE,-1.103621,0.2716364,4.585211
MINUTE,-1.116655,0.2676587,4.596084
MINUTE,-1.121961,0.2659237,4.607127
MINUTE,-1.135799,0.2583629,4.618402
MINUTE,-1.146528,0.2519181,4.630016
MINUTE,-1.13575,0.2594844,4.64098
MINUTE,-1.129083,0.2664616,4.652346
MINUTE,-1.142138,0.2659986,4.663344
MINUTE,-1.163814,0.2566196,4.675013
MINUTE,-1.179066,0.2549341,4.685634
MINUTE,-1.146891,0.2646546,4.696743
MINUTE,-1.133841,0.3007464,4.707767
MINUTE,-1.145188,0.3026282,4.718951
MINUTE,-1.126366,0.3047199,4.730446
MINUTE,-1.089022,0.2869906,4.741439
MINUTE,-1.106152,0.2758661,4.752967
MINUTE,-1.132531,0.2682751,4.763722
MINUTE,-1.178486,0.2357207,4.774235
MINUTE,-1.166875,0.2553569,4.785486
MINUTE,-1.161565,0.2563278,4.796608
MINUTE,-1.15582,0.2284509,4.807893
MINUTE,-1.113666,0.3870657,4.819096
MINUTE,-1.076209,0.6329716,4.829959
MINUTE,-1.041663,0.8597878,4.841397
MINUTE,-0.974262,0.9112176,4.852571
MINUTE,-0.9925917,0.8610898,4.86391
MINUTE,-0.9767994,0.8987026,4.875092
MINUTE,-0.99476,0.8909611,4.886417
MINUTE,-0.9796728,0.9043236,4.897375
MINUTE,-0.977504,0.8825402,4.908924
MINUTE,-0.9776238,0.878868,4.919878
MINUTE,-0.9888699,0.8830302,4.931981
MINUTE,-0.989751,0.8865305,4.942958
MINUTE,-0.9883352,0.8829026,4.954857
MINUTE,-0.9846097,0.8861011,4.965168
MINUTE,-0.9896726,0.8750482,4.975191
MINUTE,-0.9886611,0.877822,4.986595
MINUTE,-0.9840967,0.8748415,4.997654
MINUTE,-0.9865016,0.8775944,5.008613
MINUTE,-0.9855105,0.8787674,5.019866
MINUTE,-0.941597,0.9691712,5.031868
MINUTE,-0.8775622,1.103376,5.043105
MINUTE,-0.8200947,1.153354,5.05416
MINUTE,-0.7844779,1.122478,5.0651
MINUTE,-0.7948375,1.13456,5.075265
MINUTE,-0.8066698,1.144875,5.086404
MINUTE,-0.7930756,1.149376,5.097402
MINUTE,-0.7952729,1.147944,5.108502
MINUTE,-0.8097047,1.146243,5.120027
MINUTE,-0.8311267,1.147954,5.131575
MINUTE,-0.8422307,1.147615,5.142838
MINUTE,-0.8509946,1.14732,5.154185
MINUTE,-0.8585534,1.150431,5.165026
MINUTE,-0.8456179,1.145061,5.175328
MINUTE,-0.8334671,1.148323,5.186663
MINUTE,-0.8261814,1.152085,5.19731
MINUTE,-0.823438,1.155953,5.208422
MINUTE,-0.826709,1.155611,5.21993
MINUTE,-0.7856605,1.19808,5.231627
MINUTE,-0.8042123,1.186749,5.242859
MINUTE,-0.8126643,1.178377,5.254113
MINUTE,-0.8160067,1.168943,5.264933
MINUTE,-0.8127653,1.162241,5.275392
MINUTE,-0.819349,1.160868,5.286323
MINUTE,-0.8231265,1.145014,5.29747
MINUTE,-0.8644164,1.080726,5.308617
MINUTE,-1.031509,0.9048905,5.319519
MINUTE,-1.058193,0.7593555,5.330523
MINUTE,-1.0401,0.7301217,5.34171
MINUTE,-1.050635,0.674808,5.352951
MINUTE,-1.070616,0.7229175,5.364043
MINUTE,-1.06263,0.7030947,5.375944
MINUTE,-1.025835,0.6824636,5.386981
MINUTE,-1.063764,0.680147,5.398076
MINUTE,-1.075833,0.6907866,5.40917
MINUTE,-1.090483,0.6878405,5.420396
MINUTE,-1.102737,0.6868775,5.430469
MINUTE,-1.109144,0.6948621,5.441841
MINUTE,-1.113931,0.687669,5.453111
MINUTE,-1.112253,0.6810904,5.463959
MINUTE,-1.099899,0.6944144,5.476008
MINUTE,-1.106608,0.6912189,5.487045
MINUTE,-1.10904,0.6883327,5.498288
MINUTE,-1.080976,0.7119272,5.509232
MINUTE,-1.084767,0.7131339,5.520303
MINUTE,-1.090045,0.7144022,5.53028
MINUTE,-1.082825,0.7042812,5.541794
MINUTE,-1.089868,0.7008342,5.553206
MINUTE,-1.09694,0.6977389,5.563805
MINUTE,-1.106454,0.6889589,5.576254
MINUTE,-1.114194,0.6988298,5.587471
MINUTE,-1.109896,0.6974752,5.598206
MINUTE,-1.081877,0.6967543,5.609683
MINUTE,-1.067107,0.7548134,5.6207
MINUTE,-1.11945,0.7974095,5.629134
MINUTE,-1.083253,0.7817883,5.639961
MINUTE,-1.080749,0.7581965,5.65115
MINUTE,-1.102711,0.7701183,5.662285
MINUTE,-1.130082,0.7686827,5.673663
MINUTE,-1.135478,0.7686347,5.684912
MINUTE,-1.133173,0.7691063,5.695718
MINUTE,-1.117386,0.7551866,5.706925
MINUTE,-1.110179,0.7515969,5.718142
MINUTE,-1.106976,0.7531072,5.728827
MINUTE,-1.105468,0.7517543,5.740042
MINUTE,-1.10218,0.7506213,5.751776
MINUTE,-1.094869,0.748956,5.76232
MINUTE,-1.091283,0.7563257,5.773407
MINUTE,-1.084549,0.7533001,5.784833
MINUTE,-1.070618,0.7479172,5.795394
MINUTE,-1.060334,0.7467351,5.806566
MINUTE,-1.057154,0.7427925,5.817824
MINUTE,-1.057202,0.7478833,5.829321
MINUTE,-1.06413,0.7537545,5.839918
MINUTE,-1.05886,0.7570522,5.851161
MINUTE,-1.053261,0.7602976,5.862195
MINUTE,-1.045649,0.7577069,5.873837
MINUTE,-1.038715,0.7567975,5.884998
MINUTE,-1.034995,0.7563736,5.895794
MINUTE,-1.039523,0.7579712,5.906959
MINUTE,-1.039093,0.7552857,5.918537
MINUTE,-1.043839,0.752747,5.929471
MINUTE,-1.035467,0.7455968,5.940527
MINUTE,-1.020941,0.7356778,5.95168
MINUTE,-1.011311,0.7236442,5.962396
MINUTE,-0.9730414,0.7138612,5.974293
MINUTE,-0.9529659,0.707572,5.98524
MINUTE,-1.033354,0.705026,5.996543
MINUTE,-0.9356171,0.294631,6.00781
MINUTE,-0.9145122,0.08654873,6.019305
MINUTE,-0.8595018,-0.02285199,6.029351
MINUTE,-0.8773023,-0.1356954,6.040919
MINUTE,-0.8819509,-0.14037,6.052154
MINUTE,-0.8501335,-0.1853267,6.063212
MINUTE,-0.8245851,-0.2240391,6.074436
MINUTE,-0.8203172,-0.2172068,6.086041
MINUTE,-0.8135765,-0.1788282,6.096946
MINUTE,-0.8393592,-0.1831688,6.108171
MINUTE,-0.8191475,-0.132397,6.119406
MINUTE,-0.8634291,-0.1450631,6.131443
MINUTE,-0.8494275,-0.1509432,6.142256
MINUTE,-0.8478371,-0.1647163,6.160791
MINUTE,-0.7504589,-0.255416,6.168109
MINUTE,-0.6778466,-0.3836287,6.174352
MINUTE,-0.6477795,-0.4002506,6.184045
MINUTE,-0.6495626,-0.3501036,6.195051
MINUTE,-0.6687923,-0.360321,6.2062
MINUTE,-0.6429843,-0.3934821,6.217807
MINUTE,-0.6770747,-0.3912435,6.227776
MINUTE,-0.6544605,-0.3738196,6.238762
MINUTE,-0.6971884,-0.3856022,6.249778
MINUTE,-0.698758,-0.3736711,6.260603
MINUTE,-0.7001847,-0.3584163,6.272606
MINUTE,-0.6965289,-0.3546066,6.284047
MINUTE,-0.6863899,-0.3600942,6.294977
MINUTE,-0.6803774,-0.357374,6.306039
MINUTE,-0.6708517,-0.3565421,6.31722
MINUTE,-0.659932,-0.3552262,6.32758
MINUTE,-0.6567668,-0.3629094,6.338705
MINUTE,-0.6532152,-0.3644875,6.349536
MINUTE,-0.6471429,-0.3614951,6.361041
MINUTE,-0.6690469,-0.352345,6.372294
MINUTE,-0.6875489,-0.3577799,6.38419
MINUTE,-0.6980748,-0.3451916,6.394848
MINUTE,-0.6983601,-0.3392117,6.406087
MINUTE,-0.6798131,-0.3411662,6.417288
MINUTE,-0.6682225,-0.3449779,6.427103
MINUTE,-0.6641621,-0.3484624,6.438423
MINUTE,-0.7102343,-0.3399312,6.449357
MINUTE,-0.7163628,-0.3415275,6.460698
MINUTE,-0.7266126,-0.3398602,6.472302
MINUTE,-0.7232283,-0.3450836,6.483776
MINUTE,-0.7294359,-0.3457914,6.494804
MINUTE,-0.7301221,-0.3508395,6.506008
MINUTE,-0.7468047,-0.3515714,6.516982
MINUTE,-0.7691824,-0.3557121,6.527372
MINUTE,-0.7815289,-0.3653498,6.538562
MINUTE,-0.7832655,-0.3873351,6.550281
MINUTE,-0.8092756,-0.3808082,6.561267
MINUTE,-0.7846891,-0.4047499,6.574162
MINUTE,-0.8054144,-0.3918257,6.584473
MINUTE,-0.7759451,-0.370318,6.59601
MINUTE,-0.773856,-0.4019693,6.607195
MINUTE,-0.7560568,-0.4369215,6.618424
MINUTE,-0.7456989,-0.451078,6.628823
MINUTE,-0.7783327,-0.3824209,6.640177
MINUTE,-0.7222587,-0.398084,6.651479
MINUTE,-0.7590479,-0.3988597,6.662551
MINUTE,-0.7347655,-0.4151925,6.675179
MINUTE,-0.7383512,-0.3644235,6.689492
MINUTE,-0.7830507,-0.3633254,6.705878
MINUTE,-0.810235,-0.3840046,6.717954
MINUTE,-0.7983144,-0.3799686,6.727911
MINUTE,-0.7882358,-0.3770348,6.738226
MINUTE,-0.7773398,-0.3810009,6.748717
MINUTE,-0.7861422,-0.3790052,6.759755
MINUTE,-0.794013,-0.367651,6.771139
MINUTE,-0.7961414,-0.3791012,6.783723
MINUTE,-0.8075799,-0.3566991,6.793088
MINUTE,-0.8130757,-0.3402236,6.804846
MINUTE,-0.8225135,-0.3617407,6.836187
MINUTE,-0.8318172,-0.3671282,6.847751
MINUTE,-0.837914,-0.3704087,6.853951
MINUTE,-0.8283036,-0.375381,6.859634
MINUTE,-0.7894417,-0.3841337,6.880949
MINUTE,-0.7917196,-0.3796107,6.903123
MINUTE,-0.8083655,-0.3572245,6.925752
MINUTE,-0.8062255,-0.3617793,6.947797
MINUTE,-0.8027915,-0.3547115,6.969536
MINUTE,-0.7993111,-0.3310729,6.991758
MINUTE,-0.7917839,-0.3182964,7.014067
MINUTE,-0.7967267,-0.333345,7.03647
MINUTE,-0.9284893,0.06326261,7.058594
MINUTE,-1.036605,0.2808092,7.080284
MINUTE,-0.9975317,0.2598051,7.102996
MINUTE,-0.9936579,0.2454017,7.125125
MINUTE,-0.965972,0.2588156,7.147131
MINUTE,-0.9766532,0.2472374,7.169254
MINUTE,-0.9774811,0.2453576,7.192494
MINUTE,-0.9753401,0.240964,7.214576
MINUTE,-0.9759765,0.3780443,7.237369
MINUTE,-0.6910896,1.10862,7.259404
MINUTE,-0.3272822,1.346765,7.281677
MINUTE,-0.3005195,1.320984,7.304313
MINUTE,-0.2785835,1.357042,7.326432
MINUTE,-0.3663261,1.265638,7.348344
MINUTE,-0.3537481,1.274581,7.370562
MINUTE,-0.3515436,1.267487,7.379897
MINUTE,-0.3428195,1.259908,7.391254
MINUTE,-0.3424044,1.263841,7.402485
MINUTE,-0.3416384,1.274798,7.413484
MINUTE,-0.3335408,1.276711,7.424935
MINUTE,-0.3242161,1.273563,7.435705
MINUTE,-0.3267391,1.277407,7.446836
MINUTE,-0.4421818,1.338167,7.458344
MINUTE,-0.4551466,1.335835,7.469313
MINUTE,-0.4530333,1.342222,7.481725
MINUTE,-0.4592296,1.340824,7.492512
MINUTE,-0.4587915,1.301284,7.503538
MINUTE,-0.445397,1.339456,7.514478
MINUTE,-0.4347362,1.328765,7.524708
MINUTE,-0.4271084,1.326273,7.535817
MINUTE,-0.4446871,1.340924,7.546707
MINUTE,-0.4446081,1.340985,7.557806
MINUTE,-0.4222968,1.338572,7.569156
MINUTE,-0.4148316,1.340875,7.57997
MINUTE,-0.4032024,1.34966,7.591408
MINUTE,-0.4147771,1.36722,7.603169
MINUTE,-0.4103098,1.370888,7.614132
MINUTE,-0.151437,1.407022,7.625844
MINUTE,0.1263192,1.443543,7.637531
MINUTE,0.4558914,1.377491,7.648788
MINUTE,0.4468122,1.38184,7.660345
MINUTE,0.4078216,1.385823,7.671808
MINUTE,0.4716149,1.374119,7.683365
MINUTE,0.4320452,1.377096,7.694763
MINUTE,0.4804461,1.386084,7.706328
MINUTE,0.4999141,1.406753,7.717604
MINUTE,0.5364724,1.425851,7.729753
MINUTE,0.4661353,1.40169,7.741295
MINUTE,0.4597417,1.38867,7.752512
MINUTE,0.4698904,1.390066,7.763871
MINUTE,0.4452918,1.340075,7.774862
MINUTE,0.4486377,1.297127,7.785652
MINUTE,0.4669673,1.344815,7.796879
MINUTE,0.7324255,1.230861,7.808139
MINUTE,0.8505433,1.1105,7.819125
MINUTE,0.8771641,1.077331,7.8293
MINUTE,0.8377458,1.053684,7.840679
MINUTE,0.8352537,1.05106,7.85181
MINUTE,0.8281565,1.048381,7.862831
MINUTE,0.8376051,1.04667,7.874853
MINUTE,0.8456154,1.062724,7.886196
MINUTE,0.8403604,1.074145,7.897
MINUTE,0.8614696,1.106183,7.908048
MINUTE,0.8445286,1.104273,7.920106
MINUTE,0.8544157,1.111051,7.929123
MINUTE,0.8523696,1.103005,7.940439
MINUTE,0.8508562,1.098136,7.951455
MINUTE,0.8539484,1.113008,7.962807
MINUTE,0.8536671,1.097783,7.97394
MINUTE,0.8534812,1.112318,7.985135
MINUTE,0.8597493,1.111153,7.996194
MINUTE,0.8636883,1.113837,8.007019
