ANOTHER,-0.2515199,0.02596296,0.0226772
ANOTHER,-0.2137915,0.02515599,0.0468336
ANOTHER,-0.2536793,0.04345857,0.0696559
ANOTHER,-0.2583673,0.03882305,0.09253609
ANOTHER,-0.2733026,0.03587597,0.1165937
ANOTHER,-0.242271,0.04491292,0.1544271
ANOTHER,-0.2383878,0.04026748,0.1782305
ANOTHER,-0.2647245,0.04076522,0.2018954
ANOTHER,-0.2533599,0.04824922,0.2249032
ANOTHER,-0.2710742,0.04009879,0.2475448
ANOTHER,-0.2780349,0.03339731,0.2711378
ANOTHER,-0.2790321,0.03784885,0.3010122
ANOTHER,-0.2379624,0.04745708,0.3209132
ANOTHER,-0.2601162,0.0388089,0.3407115
ANOTHER,-0.3067304,0.5029465,0.3608108
ANOTHER,-0.3547475,0.8834544,0.3808441
ANOTHER,-0.3431002,1.381394,0.4053121
ANOTHER,-0.3241388,1.377763,0.4291382
ANOTHER,-0.3215226,1.39008,0.4487288
ANOTHER,-0.3466203,1.398574,0.4687769
ANOTHER,-0.348661,1.383083,0.4899173
ANOTHER,-0.3239311,1.38906,0.5107982
ANOTHER,-0.3216256,1.377482,0.5326045
ANOTHER,-0.3251003,1.433289,0.5573171
ANOTHER,-0.3291135,1.422693,0.580009
ANOTHER,-0.3362471,1.438507,0.599874
ANOTHER,-0.3663651,1.42936,0.6200702
ANOTHER,-0.3327634,1.435392,0.6399632
ANOTHER,-0.3188355,1.434951,0.659947
ANOTHER,-0.3140965,1.44223,0.6810461
ANOTHER,-0.3139355,1.442497,0.7045593
ANOTHER,-0.3546102,1.416274,0.7285717
ANOTHER,-0.329549,1.403907,0.7480898
ANOTHER,-0.3290682,1.395048,0.7669469
ANOTHER,-0.342674,1.411145,0.7861022
ANOTHER,-0.3292083,1.396626,0.8075207
ANOTHER,-0.3131114,1.414492,0.8278956
ANOTHER,-0.325911,1.410816,0.8491249
ANOTHER,-0.3215779,1.416603,0.8713774
ANOTHER,-0.3291922,1.400952,0.8930861
ANOTHER,-0.3163851,1.411057,0.9122778
ANOTHER,-0.3054504,1.39073,0.934205
ANOTHER,-0.3272831,1.400671,0.9580932
ANOTHER,-0.3234363,1.385726,0.9812483
ANOTHER,-0.08485582,0.9050441,1.002958
ANOTHER,0.1377589,0.4190189,1.025645
ANOTHER,0.3162775,-0.4953147,1.045475
ANOTHER,0.2671031,-0.7201121,1.064494
ANOTHER,0.2694587,-0.7097756,1.084469
ANOTHER,0.2597329,-0.7447288,1.106678
ANOTHER,0.2688632,-0.733154,1.127747
ANOTHER,0.2824817,-0.7445677,1.148626
ANOTHER,0.2786203,-0.7627025,1.168747
ANOTHER,0.2497849,-0.6265898,1.190639
ANOTHER,0.261173,-0.6529486,1.214856
ANOTHER,0.2694809,-0.6593403,1.23905
ANOTHER,0.2597115,-0.6628366,1.263498
ANOTHER,0.2641371,-0.6756575,1.285798
ANOTHER,0.2697358,-0.6745475,1.305401
ANOTHER,0.2645291,-0.6733798,1.324318
ANOTHER,0.2672851,-0.6779527,1.344387
ANOTHER,0.2627882,-0.6713027,1.363735
ANOTHER,0.2757284,-0.6916529,1.384912
ANOTHER,0.2655995,-0.6929635,1.408202
ANOTHER,0.2753184,-0.7081385,1.432721
ANOTHER,0.2830179,-0.6992201,1.455761
ANOTHER,0.2721443,-0.7059289,1.478399
ANOTHER,0.2705729,-0.6991739,1.501548
ANOTHER,0.2767364,-0.7090535,1.525919
ANOTHER,0.2688007,-0.7067959,1.549573
ANOTHER,0.2625821,-0.6950507,1.572786
ANOTHER,0.2730472,-0.7225555,1.594386
ANOTHER,0.2740189,-0.7135966,1.617317
ANOTHER,0.2700597,-0.7036626,1.640735
ANOTHER,0.2663178,-0.7072853,1.665976
ANOTHER,0.2640431,-0.7059554,1.690713
ANOTHER,0.2761947,-0.7523184,1.71478
ANOTHER,0.2761947,-0.7523184,1.735451
ANOTHER,0.2702633,-0.7080284,1.754522
ANOTHER,0.2679698,-0.7157115,1.7748
ANOTHER,0.2809487,-0.7059381,1.797786
ANOTHER,0.2777857,-0.7051067,1.820848
ANOTHER,0.2764419,-0.6996084,1.843011
ANOTHER,-0.3187401,-0.6560007,1.862844
ANOTHER,-0.313047,-0.6556234,1.881907
ANOTHER,-0.313047,-0.6556234,1.903359
ANOTHER,-0.3353239,-0.6450951,1.925972
ANOTHER,-0.3384537,-0.6599407,1.946343
ANOTHER,-0.3266693,-0.6520974,1.966059
ANOTHER,-0.3330548,-0.6505781,1.986899
ANOTHER,-0.3434225,-0.6543862,2.011638
ANOTHER,-0.3269903,-0.658666,2.034121
ANOTHER,-0.3423553,-0.6615154,2.054053
ANOTHER,-0.3469104,-0.6522338,2.074189
ANOTHER,-0.3403654,-0.6589429,2.096077
ANOTHER,-0.3381154,-0.6534855,2.119684
ANOTHER,-0.3326224,-0.6618017,2.142447
ANOTHER,-0.3428741,-0.6612025,2.162589
ANOTHER,-0.3456672,-0.6658089,2.183422
ANOTHER,-0.3398853,-0.6704526,2.206873
ANOTHER,-0.3409411,-0.6685924,2.230459
ANOTHER,-0.35314,-0.6638682,2.251218
ANOTHER,-0.357083,-0.6594795,2.271653
ANOTHER,-0.3632171,-0.6619043,2.293375
ANOTHER,-0.3839255,-0.6549641,2.317194
ANOTHER,-0.3369863,-0.6664391,2.339275
ANOTHER,-0.388713,-0.6566881,2.358351
ANOTHER,-0.3675995,-0.6661799,2.380494
ANOTHER,-0.362371,-0.6718827,2.403119
ANOTHER,-0.3528415,-0.674302,2.424988
ANOTHER,-0.353944,-0.6725507,2.449123
ANOTHER,-0.3496249,-0.6899456,2.472242
ANOTHER,-0.3541157,-0.6780834,2.495479
ANOTHER,-0.3605959,-0.6773226,2.518438
ANOTHER,-0.3563451,-0.6762197,2.541612
ANOTHER,-0.3477602,-0.6797402,2.565358
ANOTHER,-0.3532058,-0.6761498,2.588137
ANOTHER,-0.3395836,-0.6725156,2.612399
ANOTHER,-0.7034935,-0.4626183,2.635074
ANOTHER,-0.7865289,-0.4037386,2.65895
ANOTHER,-0.8127581,-0.4052124,2.683035
ANOTHER,-0.7857857,-0.3976921,2.706862
ANOTHER,-0.7916455,-0.3803639,2.727884
ANOTHER,-0.8007863,-0.3796569,2.747217
ANOTHER,-0.7971531,-0.3921058,2.766438
ANOTHER,-0.7928334,-0.3884118,2.787352
ANOTHER,-0.7863811,-0.3893233,2.811373
ANOTHER,-0.7826989,-0.3860517,2.834232
ANOTHER,-0.7836461,-0.3970177,2.854423
ANOTHER,-0.7923619,-0.3890741,2.876808
ANOTHER,-0.7874638,-0.393519,2.896443
ANOTHER,-0.7884772,-0.3919471,2.917362
ANOTHER,-0.801245,-0.3768623,2.938517
ANOTHER,-0.7978399,-0.3772248,2.958666
ANOTHER,-0.7889601,-0.3892488,2.978462
ANOTHER,-0.7987033,-0.3787434,2.998544
