GREATER
0.247145,-0.05180259
0.2271408,-0.03209738
0.2230116,-0.03389591
0.2230101,-0.03389828
0.2214577,-0.02824637
0.2259412,-0.02478878
0.2224959,-0.04135519
0.2336445,-0.02604876
0.2213093,-0.03869146
0.2220486,-0.04028402
0.2245561,-0.03162259
0.2245561,-0.03162259
0.2279278,-0.03274541
0.2230263,-0.03787133
0.2401149,-0.03442036
0.4474482,0.1117442
0.7290218,0.3427598
0.8313347,0.4999015
0.8335445,0.5073475
0.8350122,0.5130029
0.8105531,0.515534
0.8407602,0.5150263
0.8149384,0.5104242
0.8209615,0.50866
0.8135329,0.5068179
0.8417339,0.5183436
0.8145789,0.5206915
0.8373108,0.5337296
0.8095731,0.5225552
0.8297449,0.5114042
0.803362,0.5131456
0.8245465,0.5160275
0.8241936,0.5175143
0.8398921,0.5148081
0.8172631,0.5013707
0.8176028,0.4977087
0.8377886,0.4937979
0.8379446,0.5109645
0.8157341,0.5028757
0.8226891,0.5083677
0.8123446,0.5112351
0.8033657,0.4976979
0.8226036,0.5071923
0.8291118,0.5014375
0.813432,0.5060462
0.8206512,0.4985435
0.8264819,0.4929112
0.808816,0.4940057
0.7920262,0.5101102
0.7920133,0.5084841
0.8094187,0.5021504
0.8333505,0.5014015
0.779489,0.5071014
0.8105913,0.5087004
0.8090882,0.4923044
0.8241898,0.4983602
0.8001302,0.5089437
0.7932888,0.499369
0.7967141,0.5092912
0.7611341,0.5015535
0.7767255,0.496758
1.081943,0.6498614
1.084309,0.714777
1.129793,0.7041572
1.106624,0.719335
1.097779,0.7143687
1.10457,0.7192333
1.098808,0.7237757
1.071179,0.7197304
1.091738,0.715201
1.094239,0.7136282
1.106949,0.7052341
1.08423,0.7145569
1.089498,0.7152015
1.104883,0.7248647
1.131038,0.7155591
1.100049,0.7076545
1.1127,0.7124152
1.095049,0.7101425
1.103628,0.7106611
1.118267,0.7064992
1.119817,0.7074259
1.12454,0.7071837
1.123461,0.7067442
1.118226,0.7039745
1.14249,0.7131891
1.120408,0.7172499
1.099893,0.708576
0.8924954,0.6659031
0.4924971,0.5283733
0.4503813,0.5185135
0.4692003,0.515488
0.4551418,0.5182639
0.4282103,0.5124598
0.4300433,0.509316
0.4614383,0.5094651
0.439958,0.5155054
0.4430016,0.5134504
0.4510642,0.5094934
0.437313,0.5095501
0.4380229,0.511842
0.5025163,0.4963115
0.4491135,0.496687
0.4259988,0.494001
0.4614673,0.4957902
0.4313661,0.4966921
0.4434594,0.4983645
0.4617333,0.49828
0.4431497,0.5056955
0.4147857,0.5023553
0.4435332,0.5022421
0.4365963,0.4988386
0.4532815,0.4880806
0.4364606,0.4940042
0.4557949,0.4903412
0.45456,0.4912037
0.4413482,0.4773065
0.4516486,0.4736476
0.4382259,0.485682
0.4152517,0.473606
0.4110796,0.4753008
0.4347559,0.4747862
0.4277661,0.4658896
0.4302108,0.4459541
0.4426529,0.4544259
0.4120649,0.4397817
0.4490248,0.4348963
0.4689483,0.1101357
0.4635637,0.1209595
0.4635637,0.1209595
0.4916964,0.09637982
0.4545319,0.1118696
0.4672531,0.1008381
0.4789301,0.105065
0.4713802,0.0974742
0.4596185,0.114
0.4836088,0.1122842
0.46997,0.1245259
0.4638379,0.1121493
0.4604507,0.116904
0.4533402,0.1116795
0.4533402,0.1116795
0.4653269,0.1183842
0.4621035,0.1182602
0.4657207,0.1208556
0.4788129,0.1308259
0.4876717,0.1300756
0.4574914,0.1394397
0.4838881,0.1343072
0.4600906,0.1258834
0.4585479,0.1222565
0.4324271,-0.06964667
0.4780641,0.1306649
0.4670843,0.1263715
0.4358224,0.3424289
0.3307435,0.6345
0.347695,0.7063164
0.3322478,0.7187143
0.3027895,0.7220746
0.3244876,0.7129819
0.3323939,0.723668
