,word,count,log_count
4832,character,849,6.744059186311348
4833,dilemma,88,4.477336814478207
4834,tank,231,5.442417710521793
4835,ours,155,5.043425116919247
4836,functional,165,5.10594547390058
4837,cape,162,5.087596335232384
4838,decorating,41,3.713572066704308
4839,geo,45,3.8066624897703196
4840,banner,61,4.110873864173311
4841,manufacturer,126,4.836281906951478
4842,gods,176,5.170483995038151
4843,venezuela,40,3.6888794541139363
4844,stained,77,4.343805421853684
4845,suggestions,188,5.236441962829949
4846,immensely,33,3.4965075614664802
4847,stalking,28,3.332204510175204
4848,hud,50,3.912023005428146
4849,revival,106,4.663439094112067
4850,garage,181,5.198497031265826
4851,landfill,29,3.367295829986474
4852,curling,25,3.2188758248682006
4853,michigan,383,5.948034989180646
4854,images,642,6.464588303689961
4855,motivating,27,3.295836866004329
4856,cleaning,283,5.645446897643238
4857,grout,21,3.044522437723423
4858,hot,1170,7.064759027791802
4859,yahoo,75,4.31748811353631
4860,ellen,118,4.770684624465665
4861,adore,38,3.6375861597263857
4862,advocating,48,3.871201010907891
4863,silver,423,6.0473721790462776
4864,vogue,36,3.58351893845611
4865,sentimental,43,3.7612001156935624
4866,gal,49,3.8918202981106265
4867,bill,1776,7.4821189235521155
4868,shiny,97,4.574710978503383
4869,likes,369,5.910796644040527
4870,flowers,304,5.717027701406222
4871,lace,50,3.912023005428146
4872,compliment,45,3.8066624897703196
4873,michelle,127,4.844187086458591
4874,trends,237,5.4680601411351315
4875,glass,728,6.590301048196686
4876,hose,46,3.828641396489095
4877,cookie,106,4.663439094112067
4878,cutter,30,3.4011973816621555
4879,siding,35,3.5553480614894135
4880,peeling,41,3.713572066704308
4881,washing,92,4.5217885770490405
4882,wear,523,6.259581464064923
4883,starter,83,4.418840607796598
4884,basin,85,4.442651256490317
4885,asphalt,24,3.1780538303479458
4886,afraid,696,6.54534966033442
4887,exploring,120,4.787491742782046
4888,professors,146,4.983606621708336
4889,fridge,72,4.276666119016055
4890,yeah,6139,8.722417141427496
4891,fish,911,6.814542897259958
4892,muriel,33,3.4965075614664802
4893,pics,41,3.713572066704308
4894,redo,26,3.258096538021482
4895,disgusting,140,4.941642422609304
4896,tearing,70,4.248495242049359
4897,replacing,125,4.8283137373023015
4898,enlightened,35,3.5553480614894135
4899,hesitate,59,4.07753744390572
4900,minded,151,5.017279836814924
4901,guidance,187,5.231108616854587
4902,involvement,270,5.598421958998375
4903,hunting,245,5.501258210544727
4904,enormous,316,5.755742213586912
4905,shaped,257,5.54907608489522
4906,ridges,27,3.295836866004329
4907,shade,134,4.897839799950911
4908,sadly,139,4.9344739331306915
4909,mirrors,79,4.3694478524670215
4910,strips,82,4.406719247264253
4911,almond,38,3.6375861597263857
4912,raspberry,26,3.258096538021482
4913,intact,109,4.6913478822291435
4914,gospel,142,4.955827057601261
4915,reminding,63,4.143134726391533
4916,foam,78,4.356708826689592
4917,sunny,122,4.804021044733257
4918,shall,787,6.668228248417403
4919,harvest,133,4.890349128221754
4920,browns,68,4.219507705176107
4921,youth,377,5.932245187448011
4922,vow,42,3.7376696182833684
4923,pass,1029,6.9363427358340495
4924,equipped,129,4.859812404361672
4925,ballerina,25,3.2188758248682006
4926,tropical,147,4.990432586778736
4927,chalk,39,3.6635616461296463
4928,treasured,24,3.1780538303479458
4929,purchasing,85,4.442651256490317
4930,allie,21,3.044522437723423
4931,somehow,525,6.263398262591624
4932,stumbled,92,4.5217885770490405
4933,savvy,60,4.0943445622221
4934,cleaned,103,4.634728988229636
4935,touched,247,5.5093883366279774
4936,barbara,252,5.529429087511423
4937,hail,53,3.970291913552122
4938,levitt,35,3.5553480614894135
4939,convince,236,5.4638318050256105
4940,becky,77,4.343805421853684
4941,lifetime,236,5.4638318050256105
4942,mobile,255,5.541263545158426
4943,surround,75,4.31748811353631
4944,victorian,74,4.30406509320417
4945,tract,56,4.02535169073515
4946,peggy,78,4.356708826689592
4947,border,451,6.111467339502679
4948,pinkie,32,3.4657359027997265
4949,breath,409,6.013715156042802
4950,cold,1091,6.994849985833071
4951,ghastly,22,3.091042453358316
4952,tones,95,4.553876891600541
4953,decor,41,3.713572066704308
4954,dirt,270,5.598421958998375
4955,upgrades,41,3.713572066704308
4956,houses,452,6.113682179832232
4957,soothing,34,3.5263605246161616
4958,regain,62,4.127134385045092
4959,choose,724,6.584791392385716
4960,sisters,231,5.442417710521793
4961,holly,186,5.225746673713202
4962,vent,33,3.4965075614664802
4963,reassuring,53,3.970291913552122
4964,preserving,68,4.219507705176107
4965,metallic,35,3.5553480614894135
4966,dodge,92,4.5217885770490405
4967,dart,50,3.912023005428146
4968,beauty,440,6.0867747269123065
4969,mamie,33,3.4965075614664802
4970,decorate,43,3.7612001156935624
4971,rugs,28,3.332204510175204
4972,realized,635,6.453624998892692
4973,posts,511,6.236369590203704
4974,advise,82,4.406719247264253
4975,resources,837,6.729824070489475
4976,colonial,179,5.187385805840755
4977,suburban,175,5.1647859739235145
4978,squares,45,3.8066624897703196
4979,icy,65,4.174387269895637
4980,confession,75,4.31748811353631
4981,loosely,51,3.9318256327243257
4982,hall,696,6.54534966033442
4983,coral,57,4.04305126783455
4984,climbing,120,4.787491742782046
4985,sons,235,5.459585514144159
4986,daughters,167,5.117993812416755
4987,glazed,23,3.1354942159291497
4988,league,688,6.5337888379333435
4989,omg,27,3.295836866004329
4990,admit,427,6.056784013228625
4991,eisenhower,52,3.9512437185814275
4992,planted,132,4.882801922586371
4993,difference,1086,6.990256500493881
4994,imagination,239,5.476463551931511
4995,austin,831,6.7226297948554485
4996,upgrade,78,4.356708826689592
4997,howard,189,5.241747015059643
4998,nursery,38,3.6375861597263857
4999,crew,414,6.025865973825314
5000,carpet,137,4.919980925828125
5001,hardwood,24,3.1780538303479458
5002,dining,189,5.241747015059643
5003,furniture,184,5.214935757608986
5004,ralph,157,5.056245805348308
5005,lauren,179,5.187385805840755
5006,cabbage,47,3.8501476017100584
5007,roses,83,4.418840607796598
5008,planters,29,3.367295829986474
5009,janet,68,4.219507705176107
5010,gore,202,5.308267697401205
5011,smith,840,6.733401891837359
5012,cod,87,4.465908118654584
5013,partially,105,4.653960350157523
5014,acquired,185,5.220355825078324
5015,neighbor,241,5.484796933490655
5016,debbie,67,4.204692619390966
5017,dorn,43,3.7612001156935624
5018,jane,286,5.655991810819852
5019,towels,74,4.30406509320417
5020,illinois,281,5.638354669333745
5021,thomas,529,6.270988431858299
5022,mac,148,4.997212273764115
5023,zoe,46,3.828641396489095
5024,pretending,92,4.5217885770490405
5025,neutral,217,5.37989735354046
5026,btw,76,4.330733340286331
5027,modeled,36,3.58351893845611
5028,traditional,852,6.747586526829315
5029,appliances,69,4.23410650459726
5030,jackie,365,5.8998973535824915
5031,glover,26,3.258096538021482
5032,sacred,181,5.198497031265826
5033,michele,44,3.784189633918261
5034,aka,60,4.0943445622221
5035,fischer,33,3.4965075614664802
5036,stool,91,4.51085950651685
5037,geneva,63,4.143134726391533
5038,trend,276,5.62040086571715
5039,khaki,20,2.995732273553991
5040,bland,47,3.8501476017100584
5041,rachel,313,5.746203190540153
5042,maria,134,4.897839799950911
5043,strength,494,6.202535517187923
5044,knowing,607,6.408528791059498
5045,actively,154,5.0369526024136295
5046,parker,260,5.560681631015528
5047,combo,20,2.995732273553991
5048,coats,111,4.709530201312334
5049,yikes,20,2.995732273553991
5050,onward,22,3.091042453358316
5051,clayton,54,3.9889840465642745
5052,architecture,114,4.736198448394496
5053,cooperation,273,5.60947179518496
5054,hideous,56,4.02535169073515
5055,source,957,6.863803391452954
5056,humor,186,5.225746673713202
5057,defending,127,4.844187086458591
5058,boston,398,5.986452005284438
5059,excellent,449,6.1070228877422545
5060,laura,291,5.673323267171493
5061,woo,37,3.6109179126442243
5062,hoo,55,4.007333185232471
5063,vicki,23,3.1354942159291497
5064,johnson,579,6.361302477572996
5065,hunters,102,4.624972813284271
5066,flip,168,5.123963979403259
5067,tears,305,5.720311776607412
5068,glorious,79,4.3694478524670215
5069,opinion,782,6.661854740545311
5070,shades,92,4.5217885770490405
5071,spelling,57,4.04305126783455
5072,errors,163,5.093750200806762
5073,objects,263,5.572154032177765
5074,rant,46,3.828641396489095
5075,intent,191,5.25227342804663
5076,leah,28,3.332204510175204
5077,barrett,64,4.1588830833596715
5078,legacy,208,5.337538079701318
5079,farmhouse,31,3.4339872044851463
5080,belonged,121,4.795790545596741
5081,grandparents,105,4.653960350157523
5082,patches,48,3.871201010907891
5083,badly,209,5.342334251964811
5084,happily,140,4.941642422609304
5085,consolation,23,3.1354942159291497
5086,prizes,40,3.6888794541139363
5087,madly,25,3.2188758248682006
5088,pearl,78,4.356708826689592
5089,ahem,24,3.1780538303479458
5090,elvis,43,3.7612001156935624
5091,crusade,41,3.713572066704308
5092,sally,130,4.867534450455582
5093,newly,211,5.351858133476067
5094,toothbrush,32,3.4657359027997265
5095,wished,129,4.859812404361672
5096,tongue,195,5.272999558563747
5097,ceiling,227,5.424950017481403
5098,boundaries,175,5.1647859739235145
5099,freedom,885,6.785587645007929
5100,encourage,328,5.793013608384144
5101,deb,32,3.4657359027997265
5102,palace,134,4.897839799950911
5103,loves,371,5.916202062607435
5104,priced,88,4.477336814478207
5105,reuse,27,3.295836866004329
5106,furnished,31,3.4339872044851463
5107,hurricane,177,5.176149732573829
5108,delightful,58,4.060443010546419
5109,replicated,27,3.295836866004329
5110,scheme,138,4.927253685157205
5111,sabrina,75,4.31748811353631
5112,berkeley,110,4.700480365792417
5113,wound,204,5.318119993844216
5114,yanked,36,3.58351893845611
5115,tragic,105,4.653960350157523
5116,injury,284,5.648974238161206
5117,invariably,42,3.7376696182833684
5118,curses,20,2.995732273553991
5119,brutal,117,4.762173934797756
5120,tossed,112,4.718498871295094
5121,pastels,21,3.044522437723423
5122,appealing,114,4.736198448394496
5123,optimistic,108,4.68213122712422
5124,modest,157,5.056245805348308
5125,topped,80,4.382026634673881
5126,wrapped,220,5.393627546352362
5127,hammered,37,3.6109179126442243
5128,wrought,40,3.6888794541139363
5129,mimi,23,3.1354942159291497
5130,anne,133,4.890349128221754
5131,marilyn,79,4.3694478524670215
5132,martinez,96,4.564348191467836
5133,blend,122,4.804021044733257
5134,modernize,24,3.1780538303479458
5135,messing,51,3.9318256327243257
5136,reno,68,4.219507705176107
5137,circa,29,3.367295829986474
5138,lungs,125,4.8283137373023015
5139,underneath,127,4.844187086458591
5140,fingers,448,6.104793232414985
5141,textured,24,3.1780538303479458
5142,luck,455,6.12029741895095
5143,pictured,50,3.912023005428146
5144,shines,41,3.713572066704308
5145,embraced,86,4.454347296253507
5146,cherish,37,3.6109179126442243
5147,healthy,584,6.369900982828227
5148,flop,36,3.58351893845611
5149,monica,102,4.624972813284271
5150,midst,112,4.718498871295094
5151,philadelphia,217,5.37989735354046
5152,dire,79,4.3694478524670215
5153,retaining,36,3.58351893845611
5154,suburbs,106,4.663439094112067
5155,slung,37,3.6109179126442243
5156,endless,159,5.0689042022202315
5157,amusement,50,3.912023005428146
5158,flush,74,4.30406509320417
5159,task,514,6.2422232654551655
5160,lurking,57,4.04305126783455
5161,wonders,81,4.394449154672439
5162,unsuspecting,20,2.995732273553991
5163,amusing,71,4.2626798770413155
5164,sneaky,24,3.1780538303479458
5165,enduring,81,4.394449154672439
5166,shred,24,3.1780538303479458
5167,handed,300,5.703782474656201
5168,haired,67,4.204692619390966
5169,shuddered,21,3.044522437723423
5170,flee,45,3.8066624897703196
5171,enjoying,156,5.049856007249537
5172,thanksgiving,180,5.19295685089021
5173,feast,69,4.23410650459726
5174,behold,58,4.060443010546419
5175,sending,357,5.877735781779639
5176,fulfill,78,4.356708826689592
5177,viable,115,4.74493212836325
5178,ian,71,4.2626798770413155
5179,everett,30,3.4011973816621555
5180,charcoal,38,3.6375861597263857
5181,enclosure,42,3.7376696182833684
5182,degree,723,6.583409222158765
5183,rod,145,4.976733742420574
5184,survived,181,5.198497031265826
5185,yay,54,3.9889840465642745
5186,cathy,57,4.04305126783455
5187,bets,56,4.02535169073515
5188,zane,26,3.258096538021482
5189,barlow,31,3.4339872044851463
5190,coleman,61,4.110873864173311
5191,pancake,21,3.044522437723423
5192,tops,73,4.290459441148391
5193,tina,58,4.060443010546419
5194,sheila,56,4.02535169073515
5195,definite,55,4.007333185232471
5196,consensus,182,5.204006687076795
5197,bubble,130,4.867534450455582
5198,gum,68,4.219507705176107
5199,liking,54,3.9889840465642745
5200,solid,437,6.07993319509559
5201,justify,169,5.1298987149230735
5202,fraught,33,3.4965075614664802
5203,pressing,138,4.927253685157205
5204,agenda,460,6.131226489483141
5205,postponed,30,3.4011973816621555
5206,pondered,27,3.295836866004329
5207,screaming,311,5.739792912179234
5208,inaction,26,3.258096538021482
5209,figuring,74,4.30406509320417
5210,makeover,30,3.4011973816621555
5211,fixing,90,4.499809670330265
5212,minimize,90,4.499809670330265
5213,judge,983,6.890609120147166
5214,defender,50,3.912023005428146
5215,ultimately,421,6.042632833682381
5216,electric,513,6.240275845170769
5217,newer,85,4.442651256490317
5218,generic,71,4.2626798770413155
5219,styled,27,3.295836866004329
5220,kim,216,5.375278407684165
5221,campbell,139,4.9344739331306915
5222,justin,199,5.293304824724492
5223,locate,95,4.553876891600541
5224,savage,52,3.9512437185814275
5225,hoped,239,5.476463551931511
5226,dot,103,4.634728988229636
5227,stall,73,4.290459441148391
5228,firmly,121,4.795790545596741
5229,websites,113,4.727387818712341
5230,inviting,68,4.219507705176107
5231,homey,29,3.367295829986474
5232,lucy,97,4.574710978503383
5233,reproduction,50,3.912023005428146
5234,knock,218,5.384495062789089
5235,writing,1429,7.264730177929867
5236,philly,28,3.332204510175204
5237,rosy,35,3.5553480614894135
5238,showcase,54,3.9889840465642745
5239,contractor,76,4.330733340286331
5240,argument,687,6.532334292222349
5241,mourn,30,3.4011973816621555
5242,substances,63,4.143134726391533
5243,inappropriate,104,4.6443908991413725
5244,dislike,63,4.143134726391533
5245,adored,30,3.4011973816621555
5246,lily,76,4.330733340286331
5247,pads,89,4.48863636973214
5248,vain,58,4.060443010546419
5249,matches,126,4.836281906951478
5250,homage,29,3.367295829986474
5251,debated,50,3.912023005428146
5252,conscience,109,4.6913478822291435
5253,david,1331,7.193685818395112
5254,gosh,126,4.836281906951478
5255,flooding,81,4.394449154672439
5256,fond,64,4.1588830833596715
5257,sentiment,93,4.532599493153256
5258,proudly,69,4.23410650459726
5259,dianne,25,3.2188758248682006
5260,tired,490,6.194405391104672
5261,stark,126,4.836281906951478
5262,sterile,40,3.6888794541139363
5263,retrofitting,37,3.6109179126442243
5264,stereo,77,4.343805421853684
5265,josie,26,3.258096538021482
5266,betty,212,5.356586274672012
5267,tan,80,4.382026634673881
5268,exclusive,193,5.262690188904886
5269,hardly,405,6.003887067106539
5270,darlene,20,2.995732273553991
5271,architect,92,4.5217885770490405
5272,complementary,39,3.6635616461296463
5273,inspirational,35,3.5553480614894135
5274,disrespect,23,3.1354942159291497
5275,stated,396,5.981414211254481
5276,maggie,138,4.927253685157205
5277,spectacular,130,4.867534450455582
5278,considering,421,6.042632833682381
5279,colour,70,4.248495242049359
5280,cheerful,58,4.060443010546419
5281,input,181,5.198497031265826
5282,opinions,300,5.703782474656201
5283,estate,357,5.877735781779639
5284,remodeling,34,3.5263605246161616
5285,nicole,71,4.2626798770413155
5286,greetings,32,3.4657359027997265
5287,sydney,52,3.9512437185814275
5288,flea,35,3.5553480614894135
5289,shops,143,4.962844630259907
5290,bits,150,5.0106352940962555
5291,egg,255,5.541263545158426
5292,spaghetti,43,3.7612001156935624
5293,liz,84,4.430816798843313
5294,namely,106,4.663439094112067
5295,kelly,360,5.886104031450156
5296,guest,298,5.697093486505405
5297,promised,351,5.860786223465865
5298,contrast,367,5.905361848054571
5299,browse,43,3.7612001156935624
5300,category,308,5.730099782973574
5301,congrats,21,3.044522437723423
5302,charlotte,148,4.997212273764115
5303,resource,299,5.700443573390687
5304,weaver,30,3.4011973816621555
5305,uphold,42,3.7376696182833684
5306,integrity,155,5.043425116919247
5307,ann,226,5.420534999272286
5308,wee,39,3.6635616461296463
5309,virgin,132,4.882801922586371
5310,mary,1063,6.968850378341948
5311,meanwhile,405,6.003887067106539
5312,capsule,107,4.672828834461906
5313,fellow,512,6.238324625039508
5314,medicine,416,6.030685260261263
5315,mod,32,3.4657359027997265
5316,counters,45,3.8066624897703196
5317,minnesota,197,5.2832037287379885
5318,winter,632,6.448889394146858
5319,todd,151,5.017279836814924
5320,dismay,36,3.58351893845611
5321,plains,55,4.007333185232471
5322,countertops,22,3.091042453358316
5323,fifty,307,5.726847747587197
5324,dishwasher,28,3.332204510175204
5325,personally,459,6.129050210060545
5326,metro,215,5.3706380281276624
5327,jim,737,6.602587892189336
5328,darling,192,5.2574953720277815
5329,lift,264,5.575949103146316
5330,erica,27,3.295836866004329
5331,reluctant,112,4.718498871295094
5332,stripped,91,4.51085950651685
5333,gear,233,5.4510384535657
5334,cap,279,5.631211781821365
5335,outlet,66,4.189654742026425
5336,criterion,58,4.060443010546419
5337,danger,415,6.028278520230698
5338,abby,103,4.634728988229636
5339,dean,213,5.3612921657094255
5340,personality,335,5.814130531825066
5341,cocoa,46,3.828641396489095
5342,dots,66,4.189654742026425
5343,interpretation,280,5.634789603169249
5344,blind,336,5.817111159963204
5345,gina,32,3.4657359027997265
5346,converting,46,3.828641396489095
5347,divorce,210,5.3471075307174685
5348,foyer,22,3.091042453358316
5349,upstairs,188,5.236441962829949
5350,protecting,219,5.389071729816501
5351,pure,274,5.6131281063880705
5352,rarity,40,3.6888794541139363
5353,jealous,116,4.7535901911063645
5354,downstairs,126,4.836281906951478
5355,polo,29,3.367295829986474
5356,elaine,62,4.127134385045092
5357,visitor,108,4.68213122712422
5358,exhaust,73,4.290459441148391
5359,hired,321,5.771441123130016
5360,maureen,20,2.995732273553991
5361,jessica,244,5.497168225293202
5362,replica,47,3.8501476017100584
5363,hendrix,28,3.332204510175204
5364,technically,117,4.762173934797756
5365,hammond,54,3.9889840465642745
5366,depth,281,5.638354669333745
5367,stretching,69,4.23410650459726
5368,teenage,140,4.941642422609304
5369,soaking,29,3.367295829986474
5370,luxury,181,5.198497031265826
5371,deborah,189,5.241747015059643
5372,guessed,65,4.174387269895637
5373,overwhelming,170,5.135798437050262
5374,grande,46,3.828641396489095
5375,scattered,135,4.90527477843843
5376,haze,34,3.5263605246161616
5377,concession,26,3.258096538021482
5378,jan,331,5.802118375377063
5379,armstrong,129,4.859812404361672
5380,commissioned,57,4.04305126783455
5381,ultra,118,4.770684624465665
5382,laying,137,4.919980925828125
5383,coffin,57,4.04305126783455
5384,flattering,27,3.295836866004329
5385,puts,349,5.855071922202427
5386,fortunate,88,4.477336814478207
5387,cried,173,5.153291594497779
5388,elise,29,3.367295829986474
5389,sage,78,4.356708826689592
5390,charles,559,6.326149473155099
5391,becca,25,3.2188758248682006
5392,glaze,39,3.6635616461296463
5393,grand,524,6.261491684321042
5394,diego,185,5.220355825078324
5395,del,121,4.795790545596741
5396,webb,59,4.07753744390572
5397,bros,44,3.784189633918261
5398,stamp,67,4.204692619390966
5399,seated,134,4.897839799950911
5400,lol,103,4.634728988229636
5401,habitat,69,4.23410650459726
5402,humanity,193,5.262690188904886
5403,forum,224,5.4116460518550396
5404,spots,197,5.2832037287379885
5405,houston,462,6.135564891081739
5406,thankfully,56,4.02535169073515
5407,teal,28,3.332204510175204
5408,everybody,1218,7.1049654482698426
5409,initially,257,5.54907608489522
5410,jazz,127,4.844187086458591
5411,uncle,302,5.71042701737487
5412,diana,85,4.442651256490317
5413,cats,146,4.983606621708336
5414,authenticity,54,3.9889840465642745
5415,contrasts,49,3.8918202981106265
5416,palette,56,4.02535169073515
5417,wild,435,6.075346031088684
5418,suppose,378,5.934894195619588
5419,colleague,118,4.770684624465665
5420,shes,99,4.59511985013459
5421,yea,72,4.276666119016055
5422,pulls,197,5.2832037287379885
5423,feminine,61,4.110873864173311
5424,bedrooms,42,3.7376696182833684
5425,vibe,40,3.6888794541139363
5426,hubby,23,3.1354942159291497
5427,butterflies,28,3.332204510175204
5428,sorts,201,5.303304908059076
5429,rests,60,4.0943445622221
5430,stain,39,3.6635616461296463
5431,lacking,106,4.663439094112067
5432,strip,316,5.755742213586912
5433,font,21,3.044522437723423
5434,glue,58,4.060443010546419
5435,hanging,317,5.75890177387728
5436,railing,37,3.6109179126442243
5437,karen,163,5.093750200806762
5438,upgrading,27,3.295836866004329
5439,allegiance,36,3.58351893845611
5440,stands,360,5.886104031450156
5441,ruin,118,4.770684624465665
5442,rebecca,191,5.25227342804663
5443,keith,120,4.787491742782046
5444,linda,178,5.181783550292085
5445,designers,118,4.770684624465665
5446,barn,98,4.584967478670572
5447,unit,492,6.198478716492308
5448,luckily,79,4.3694478524670215
5449,kristen,31,3.4339872044851463
5450,mitchell,256,5.545177444479562
5451,mansion,75,4.31748811353631
5452,oakland,172,5.147494476813453
5453,merritt,26,3.258096538021482
5454,sliding,86,4.454347296253507
5455,kirk,40,3.6888794541139363
5456,reconsider,36,3.58351893845611
5457,curse,121,4.795790545596741
5458,kathie,20,2.995732273553991
5459,murphy,150,5.0106352940962555
5460,compared,660,6.492239835020471
5461,rods,48,3.871201010907891
5462,holders,58,4.060443010546419
5463,roxanne,40,3.6888794541139363
5464,mason,288,5.662960480135946
5465,pleasure,376,5.929589143389895
5466,multi,217,5.37989735354046
5467,cousin,204,5.318119993844216
5468,enjoys,61,4.110873864173311
5469,terrified,103,4.634728988229636
5470,enhancement,45,3.8066624897703196
5471,mrs,898,6.8001700683022
5472,carole,37,3.6109179126442243
5473,mortgage,268,5.5909869805108565
5474,possibilities,153,5.030437921392435
5475,connie,111,4.709530201312334
5476,patch,187,5.231108616854587
5477,cynthia,147,4.990432586778736
5478,painful,210,5.3471075307174685
5479,navigation,98,4.584967478670572
5480,vendors,67,4.204692619390966
5481,identified,472,6.156978985585555
5482,suitable,101,4.61512051684126
5483,repaired,40,3.6888794541139363
5484,poppy,128,4.852030263919617
5485,sparkling,47,3.8501476017100584
5486,lee,451,6.111467339502679
5487,flaming,23,3.1354942159291497
5488,bear,461,6.133398042996649
5489,stumbling,35,3.5553480614894135
5490,info,153,5.030437921392435
5491,sanity,36,3.58351893845611
5492,waste,457,6.124683390894205
5493,crush,84,4.430816798843313
5494,hers,142,4.955827057601261
5495,tamara,34,3.5263605246161616
5496,regret,130,4.867534450455582
5497,guarantee,190,5.247024072160486
5498,pitcher,106,4.663439094112067
5499,utmost,31,3.4339872044851463
5500,circle,386,5.955837369464831
5501,heavenly,37,3.6109179126442243
5502,tribute,85,4.442651256490317
5503,hates,94,4.543294782270004
5504,reluctantly,46,3.828641396489095
5505,julia,107,4.672828834461906
5506,movies,717,6.57507584059962
5507,blush,31,3.4339872044851463
5508,discovery,264,5.575949103146316
5509,deterioration,20,2.995732273553991
5510,determined,449,6.1070228877422545
5511,addicted,52,3.9512437185814275
5512,fixture,27,3.295836866004329
5513,joan,150,5.0106352940962555
5514,needless,56,4.02535169073515
5515,landlord,74,4.30406509320417
5516,workers,1006,6.913737350659685
5517,garden,624,6.436150368369428
5518,amy,257,5.54907608489522
5519,hill,628,6.4425401664681985
5520,cat,526,6.26530121273771
5521,ferry,59,4.07753744390572
5522,shorter,140,4.941642422609304
5523,cassie,96,4.564348191467836
5524,adjustment,119,4.77912349311153
5525,screw,139,4.9344739331306915
5526,erin,79,4.3694478524670215
5527,glossy,39,3.6635616461296463
5528,tin,84,4.430816798843313
5529,teenager,114,4.736198448394496
5530,smash,51,3.9318256327243257
5531,hilary,22,3.091042453358316
5532,concrete,229,5.43372200355424
5533,dea,28,3.332204510175204
5534,glitter,33,3.4965075614664802
5535,stainless,62,4.127134385045092
5536,band,571,6.3473892096560105
5537,boarded,51,3.9318256327243257
5538,liner,42,3.7376696182833684
5539,diane,164,5.099866427824199
5540,messy,96,4.564348191467836
5541,misty,22,3.091042453358316
5542,undoubtedly,73,4.290459441148391
5543,popcorn,61,4.110873864173311
5544,melissa,100,4.605170185988092
5545,horrified,59,4.07753744390572
5546,mats,22,3.091042453358316
5547,masculine,46,3.828641396489095
5548,jose,107,4.672828834461906
5549,laurel,44,3.784189633918261
5550,grandma,116,4.7535901911063645
5551,joy,379,5.937536205082426
5552,cry,377,5.932245187448011
5553,cracks,72,4.276666119016055
5554,worry,798,6.682108597449809
5555,wal,41,3.713572066704308
5556,jade,42,3.7376696182833684
5557,avid,41,3.713572066704308
5558,destroying,99,4.59511985013459
5559,darker,57,4.04305126783455
5560,figure,1500,7.313220387090301
5561,upgraded,37,3.6109179126442243
5562,examples,388,5.961005339623274
5563,titles,163,5.093750200806762
5564,sidebar,301,5.707110264748875
5565,christina,47,3.8501476017100584
5566,difficulty,241,5.484796933490655
5567,swayed,25,3.2188758248682006
5568,curious,235,5.459585514144159
5569,brien,145,4.976733742420574
5570,oak,148,4.997212273764115
5571,tree,674,6.513230110912307
5572,backyard,121,4.795790545596741
5573,certificate,102,4.624972813284271
5574,spanish,449,6.1070228877422545
5575,lilac,21,3.044522437723423
5576,melanie,24,3.1780538303479458
5577,dying,362,5.8916442118257715
5578,eco,25,3.2188758248682006
5579,magic,486,6.186208623900494
5580,giddy,23,3.1354942159291497
5581,excitement,171,5.14166355650266
5582,ordered,356,5.87493073085203
5583,splash,49,3.8918202981106265
5584,jaime,28,3.332204510175204
5585,norman,117,4.762173934797756
5586,rockwell,48,3.871201010907891
5587,nasty,164,5.099866427824199
5588,controlled,300,5.703782474656201
5589,brag,25,3.2188758248682006
5590,improvements,175,5.1647859739235145
5591,directing,71,4.2626798770413155
5592,charlene,83,4.418840607796598
5593,fascination,49,3.8918202981106265
5594,surfaces,79,4.3694478524670215
5595,palladium,29,3.367295829986474
5596,remnants,36,3.58351893845611
5597,conspicuous,21,3.044522437723423
5598,consumption,285,5.652489180268651
5599,inexpensive,56,4.02535169073515
5600,rust,35,3.5553480614894135
5601,belt,205,5.3230099791384085
5602,father,2739,7.915348169263078
5603,refuse,216,5.375278407684165
5604,coordinated,67,4.204692619390966
5605,housing,372,5.918893854273146
5606,shining,101,4.61512051684126
5607,institutional,191,5.25227342804663
5608,professional,796,6.679599185844383
5609,identify,448,6.104793232414985
5610,persuade,78,4.356708826689592
5611,carolyn,115,4.74493212836325
5612,sadness,82,4.406719247264253
5613,susan,259,5.556828061699537
5614,keen,76,4.330733340286331
5615,grabs,76,4.330733340286331
5616,lisa,221,5.3981627015177525
5617,decent,227,5.424950017481403
5618,honest,479,6.171700597410915
5619,fad,25,3.2188758248682006
5620,struggling,234,5.455321115357702
5621,blessings,44,3.784189633918261
5622,reasons,799,6.683360945766275
5623,compliments,26,3.258096538021482
5624,sporting,77,4.343805421853684
5625,nevertheless,240,5.480638923341991
5626,pamela,38,3.6375861597263857
5627,troubling,82,4.406719247264253
5628,haven,75,4.31748811353631
5629,paying,648,6.473890696352274
5630,icon,94,4.543294782270004
5631,sensibility,27,3.295836866004329
5632,suzanne,42,3.7376696182833684
5633,scream,137,4.919980925828125
5634,loud,312,5.7430031878094825
5635,framed,93,4.532599493153256
5636,paintings,226,5.420534999272286
5637,grandson,33,3.4965075614664802
5638,tenants,57,4.04305126783455
5639,questionable,76,4.330733340286331
5640,housekeeping,52,3.9512437185814275
5641,habits,143,4.962844630259907
5642,scrubbed,22,3.091042453358316
5643,vomit,25,3.2188758248682006
5644,continually,84,4.430816798843313
5645,massive,472,6.156978985585555
5646,buildup,23,3.1354942159291497
5647,delicate,102,4.624972813284271
5648,harsh,151,5.017279836814924
5649,cleaners,27,3.295836866004329
5650,rubbing,66,4.189654742026425
5651,demands,277,5.6240175061873385
5652,dare,176,5.170483995038151
5653,wholeheartedly,26,3.258096538021482
5654,crowley,39,3.6635616461296463
5655,tri,29,3.367295829986474
