word_id,word,time,x,y
1,CAPABLE,0.0,0.06696789,-0.1043963
1,CAPABLE,0.016666666666666666,0.06696789,-0.1043963
1,CAPABLE,0.03333333333333333,0.1184704,-0.1102426
1,CAPABLE,0.05,0.1009737,-0.1065457
1,CAPABLE,0.06666666666666667,0.08654419,-0.1109625
1,CAPABLE,0.08333333333333333,0.08338769,-0.1023223
1,CAPABLE,0.09999999999999999,0.0962382,-0.1176981
1,CAPABLE,0.11666666666666665,0.1350564,-0.1036691
1,CAPABLE,0.13333333333333333,0.1276219,-0.1013853
1,CAPABLE,0.15,0.07547094,-0.1110971
1,CAPABLE,0.16666666666666666,0.06372731,-0.1004366
1,CAPABLE,0.18333333333333332,0.05383805,-0.1119196
1,CAPABLE,0.19999999999999998,0.1277464,-0.1069746
1,CAPABLE,0.21666666666666665,0.07223338,-0.1189264
1,CAPABLE,0.2333333333333333,0.04634651,-0.1125631
1,CAPABLE,0.24999999999999997,0.06343184,-0.1078422
1,CAPABLE,0.26666666666666666,0.0449714,-0.1087523
1,CAPABLE,0.2833333333333333,0.04730071,-0.1108004
1,CAPABLE,0.3,0.04437572,-0.1143344
1,CAPABLE,0.31666666666666665,0.4999712,0.1516391
1,CAPABLE,0.3333333333333333,0.6026818,0.3344246
1,CAPABLE,0.35,0.5891118,0.3277954
1,CAPABLE,0.36666666666666664,0.6095804,0.3301124
1,CAPABLE,0.3833333333333333,0.582054,0.337577
1,CAPABLE,0.39999999999999997,0.62441,0.3197938
1,CAPABLE,0.41666666666666663,0.6290193,0.3307601
1,CAPABLE,0.4333333333333333,0.6273109,0.340004
1,CAPABLE,0.44999999999999996,0.5725276,0.3367097
1,CAPABLE,0.4666666666666666,0.633435,0.3340841
1,CAPABLE,0.4833333333333333,0.6491579,0.3439937
1,CAPABLE,0.49999999999999994,0.599104,0.3577484
1,CAPABLE,0.5166666666666666,0.6574523,0.3406997
1,CAPABLE,0.5333333333333333,0.6290187,0.3220237
1,CAPABLE,0.55,0.6453264,0.3361831
1,CAPABLE,0.5666666666666668,0.651412,0.3285244
1,CAPABLE,0.5833333333333335,0.6347627,0.3295997
1,CAPABLE,0.6000000000000002,0.6055796,0.3423674
1,CAPABLE,0.6166666666666669,0.6900626,0.3984009
